Id,saleprice
1774,143927.2297
1775,138147.3888
1776,127265.0361
1777,112368.6117
1778,150658.287
1779,132035.2449
1780,177619.4954
1781,120860.3866
1782,68296.91366
1783,141581.1369
1784,112162.7109
1785,131520.9761
1786,107661.3135
1787,174979.5115
1788,83008.53024
1789,103115.0483
1790,48007.64344
1791,207385.97
1792,163663.7821
1793,139935.4505
1794,176668.3345
1795,138235.5602
1796,143948.8283
1797,136260.8928
1798,112063.8064
1799,88812.60368
1800,122647.2803
1801,116959.7905
1802,124842.1274
1803,159576.4675
1804,144649.4905
1805,142070.7408
1806,138767.4521
1807,159152.91
1808,127499.1763
1809,130367.6466
1810,147104.5833
1811,130384.8942
1812,118801.0847
1813,123537.1236
1814,98015.99277
1815,37550.24651
1816,118687.5665
1817,128235.5643
1818,187090.18
1819,133652.8392
1820,64413.31509
1821,128146.795
1822,160233.1526
1823,40509.05628
1824,142926.2515
1825,125862.6133
1826,96567.37853
1827,79220.87507
1828,135344.6023
1829,144600.1239
1830,157877.8445
1831,147015.3833
1832,76006.19471
1833,140809.1593
1834,129219.7666
1835,127159.0614
1836,130020.8393
1837,87746.63199
1838,107847.8457
1839,121361.8265
1840,143697.6642
1841,113744.0297
1842,82046.1868
1843,113705.3769
1844,132117.6106
1845,121192.4576
1846,154942.4849
1847,152996.9334
1848,44572.57544
1849,124255.2363
1850,113093.2641
1851,150513.7692
1852,124827.6744
1853,126446.7388
1854,176876.9413
1855,152263.6309
1856,226227.6713
1857,152836.2097
1858,138797.442
1859,105842.8088
1860,155732.2025
1861,104859.1222
1862,281633.8552
1863,280736.4469
1864,280750.4443
1865,351456.288
1866,345093.2607
1867,231094.7066
1868,304276.2623
1869,219541.1693
1870,233065.7123
1871,256797.5132
1872,187673.5388
1873,232961.1503
1874,133840.7622
1875,188468.843
1876,186233.8202
1877,213683.4047
1878,204165.3473
1879,118872.6314
1880,122871.8925
1881,246299.6802
1882,252501.4947
1883,178742.2239
1884,205168.9897
1885,240448.8194
1886,283745.2981
1887,227586.2516
1888,271944.1301
1889,172603.9003
1890,100654.9144
1891,124880.8067
1892,88259.97331
1893,127963.1823
1894,115339.4278
1895,131627.8801
1896,127251.0703
1897,98001.11191
1898,122271.8163
1899,155453.7544
1900,141873.0708
1901,154053.2747
1902,128437.8133
1903,201062.7802
1904,124037.9597
1905,192408.6126
1906,146048.7598
1907,207323.6113
1908,109496.9466
1909,141891.9195
1910,123144.9872
1911,187753.9268
1912,280281.0669
1913,158328.3567
1914,59410.10082
1915,302512.798
1916,60990.26634
1917,247822.416
1918,140882.1203
1919,186302.0621
1920,161273.8678
1921,377739.1651
1922,330594.8646
1923,228969.8754
1924,217207.8808
1925,213979.2926
1926,375199.1021
1927,136302.8327
1928,162278.0298
1929,118116.0407
1930,121721.7635
1931,150432.662
1932,143826.5943
1933,172507.0309
1934,169687.6089
1935,167372.2642
1936,184724.4283
1937,177197.4721
1938,184390.5433
1939,242363.3106
1940,188761.4791
1941,165345.3846
1942,193545.4848
1943,201943.3001
1944,316422.832
1945,354590.7105
1946,172501.0711
1947,281795.1963
1948,168043.9943
1949,264340.2581
1950,203382.5586
1951,278834.8836
1952,231417.4172
1953,197157.6198
1954,187748.9337
1955,127974.7963
1956,338784.7634
1957,157033.6747
1958,292861.0888
1959,132776.5089
1960,105686.0191
1961,117768.342
1962,96671.99089
1963,113938.5408
1964,100060.3056
1965,136370.4209
1966,135691.741
1967,288759.0444
1968,376745.0262
1969,364027.3293
1970,352184.1421
1971,424732.7799
1972,355968.5712
1973,296239.0645
1974,321226.2014
1975,361788.1877
1976,275779.5851
1977,346857.0466
1978,316730.0381
1979,317053.0067
1980,192436.2558
1981,341332.5883
1982,214944.3258
1983,200433.7322
1984,188294.202
1985,225000.0474
1986,217080.5932
1987,190655.9482
1988,187729.4433
1989,209168.8239
1990,227521.9687
1991,224004.6648
1992,238471.0495
1993,172977.5656
1994,234500.7204
1995,180626.289
1996,283434.2737
1997,304591.6458
1998,297607.5004
1999,280255.8568
2000,301988.4731
2001,305091.9999
2002,255936.9641
2003,264737.3858
2004,289892.2797
2005,227751.6385
2006,217598.5382
2007,261108.2476
2008,226571.0344
2009,200312.9601
2010,215337.0512
2011,155871.8535
2012,185956.4181
2013,183089.5818
2014,200544.7511
2015,209931.7019
2016,199823.4365
2017,209467.9838
2018,100712.146
2019,136444.0673
2020,93564.38227
2021,81692.2437
2022,187903.0025
2023,147183.9545
2024,284703.7405
2025,336425.519
2026,175591.0474
2027,157448.8729
2028,150726.9007
2029,167846.6531
2030,272652.474
2031,250811.7374
2032,262117.8815
2033,260730.0496
2034,176081.3011
2035,214524.8244
2036,219795.2175
2037,225694.0911
2038,315572.8818
2039,217653.6262
2040,324713.662
2041,295080.5319
2042,196967.4328
2043,180942.1716
2044,182264.1171
2045,201518.064
2046,135052.3694
2047,139476.0607
2048,152412.0859
2049,133845.1698
2050,181145.259
2051,120471.6442
2052,115701.3777
2053,148637.9099
2054,85952.24628
2055,177615.8518
2056,146648.6359
2057,107040.392
2058,221328.1688
2059,127797.7475
2060,186674.7185
2061,185044.1374
2062,116190.0203
2063,115572.7504
2064,128495.8296
2065,125439.1572
2066,172620.2568
2067,109225.5903
2068,137843.4456
2069,90367.16262
2070,109613.6179
2071,82847.66881
2072,153511.6704
2073,133690.9393
2074,193423.1527
2075,145418.1831
2076,122082.9821
2077,153191.7324
2078,112887.2364
2079,143431.1005
2080,122352.5929
2081,123930.6726
2082,121850.3809
2083,145721.7789
2084,96102.72355
2085,109135.4962
2086,103823.8563
2087,131458.4246
2088,102699.9396
2089,80837.45539
2090,135550.1608
2091,85998.54704
2092,142627.3131
2093,169288.3485
2094,134699.7096
2095,143522.983
2096,84983.48146
2097,115036.5863
2098,151039.7516
2099,19607.87007
2100,38942.3505
2101,121590.191
2102,146399.7597
2103,85579.80289
2104,142374.0953
2105,162391.8841
2106,52925.8355
2107,200705.7971
2108,127436.4479
2109,99055.79065
2110,116304.2025
2111,155764.0814
2112,128033.1897
2113,119599.3826
2114,128619.3318
2115,160239.8055
2116,99839.44987
2117,136222.3519
2118,112708.2404
2119,112920.4095
2120,124498.8018
2121,79483.30136
2122,96532.93017
2123,87351.65613
2124,164639.1955
2125,141514.4714
2126,140031.1518
2127,177183.6085
2128,153631.6584
2129,79293.21372
2130,123360.1746
2131,125965.0997
2132,116374.4799
2133,122727.7535
2134,123198.5693
2135,109609.9641
2136,55168.05607
2137,103810.0091
2138,153320.9508
2139,155067.1036
2140,142275.6036
2141,161579.2858
2142,125455.736
2143,147918.8011
2144,113666.5323
2145,144075.706
2146,169681.8754
2147,158416.7846
2148,142658.7785
2149,166738.763
2150,222821.0517
2151,126229.1628
2152,217348.3061
2153,195218.1324
2154,115778.2255
2155,143589.6744
2156,273671.1888
2157,245301.9407
2158,235143.7493
2159,225884.5456
2160,191249.7491
2161,255111.2658
2162,361040.8476
2163,366997.1935
2164,251300.8679
2165,204764.9926
2166,152769.139
2167,209637.577
2168,189107.9705
2169,198080.4689
2170,214389.888
2171,156618.6438
2172,129936.0096
2173,155134.2837
2174,229493.0266
2175,276464.5997
2176,292064.9137
2177,236704.378
2178,223182.052
2179,146069.3417
2180,192029.9213
2181,198902.1965
2182,227703.59
2183,197295.1929
2184,117360.1701
2185,129642.773
2186,145397.763
2187,163004.052
2188,162588.499
2189,297821.1338
2190,68989.86257
2191,66815.99055
2192,87549.84441
2193,125202.7858
2194,116622.0206
2195,105398.0472
2196,96628.58315
2197,108744.1696
2198,165682.7149
2199,183711.1495
2200,133624.1184
2201,140273.2785
2202,213075.8777
2203,115637.379
2204,150986.719
2205,106172.8118
2206,128953.7891
2207,200531.8851
2208,227518.4886
2209,200417.8544
2210,119648.6926
2211,110964.5666
2212,131186.1122
2213,119699.2877
2214,154005.2711
2215,93825.88602
2216,150512.6141
2217,62988.75421
2218,118119.4544
2219,111022.3452
2220,45265.07405
2221,303748.6912
2222,269974.6003
2223,297149.096
2224,219695.2149
2225,110848.5299
2226,185604.5928
2227,226453.9664
2228,285763.0024
2229,244107.3847
2230,143080.8055
2231,223135.4793
2232,186078.9285
2233,200245.0745
2234,266204.8054
2235,242953.054
2236,259407.2245
2237,322068.5874
2238,194727.362
2239,132913.1884
2240,160309.8209
2241,159003.5435
2242,119457.8622
2243,116492.7676
2244,105254.8068
2245,97864.31831
2246,141386.0905
2247,129915.1438
2248,112059.8624
2249,118887.6622
2250,126342.7724
2251,91721.65658
2252,187756.9378
2253,145895.411
2254,171302.3509
2255,182425.7576
2256,189234.856
2257,194748.3537
2258,168330.5271
2259,175546.8937
2260,117980.1631
2261,190763.5077
2262,201793.3812
2263,346667.8241
2264,424279.526
2265,162791.1836
2266,272188.3655
2267,341365.2302
2268,373333.3815
2269,155896.2919
2270,208799.6733
2271,228929.7765
2272,261684.9743
2273,175389.7433
2274,183405.7333
2275,158893.0829
2276,207714.186
2277,185067.3103
2278,150080.644
2279,120923.7061
2280,109432.3594
2281,173738.0112
2282,185749.8569
2283,116762.5308
2284,123383.6739
2285,134482.2447
2286,118841.4228
2287,358259.1126
2288,278981.6553
2289,307842.3652
2290,396627.6661
2291,323807.3031
2292,394851.5721
2293,422908.4778
2294,353936.2126
2295,433472.7702
2296,249842.6888
2297,346908.8901
2298,342030.0766
2299,344662.0027
2300,305782.7957
2301,314825.2782
2302,251065.0777
2303,243716.8138
2304,241822.0447
2305,210955.4353
2306,208052.9943
2307,214664.4521
2308,221703.4039
2309,299823.2513
2310,205287.6061
2311,216441.7713
2312,177779.9903
2313,180056.2647
2314,186789.5324
2315,190423.812
2316,210601.5065
2317,193284.9432
2318,195533.2346
2319,197789.8802
2320,189973.2832
2321,238488.2152
2322,201561.3022
2323,191837.7362
2324,193990.7039
2325,220876.4825
2326,173096.8422
2327,210433.1784
2328,231782.6194
2329,184375.3492
2330,180499.649
2331,324484.5664
2332,351327.2779
2333,298272.2833
2334,253177.1404
2335,275130.3871
2336,293317.8231
2337,198908.3173
2338,258852.0925
2339,231708.2139
2340,399411.4243
2341,197725.871
2342,244615.0831
2343,234266.0952
2344,228648.7952
2345,237160.5068
2346,212024.2825
2347,199688.1767
2348,248271.6648
2349,200606.1881
2350,299703.683
2351,273377.9681
2352,260936.8245
2353,260639.1892
2354,146276.1205
2355,162808.9462
2356,171195.9652
2357,207738.4754
2358,206603.7962
2359,124781.2021
2360,124923.9393
2361,148394.0793
2362,270317.9516
2363,156763.3722
2364,179207.2164
2365,231548.1404
2366,194162.8596
2367,216660.1929
2368,207875.2269
2369,193072.8847
2370,164514.0437
2371,169176.8934
2372,199716.2576
2373,294619.2648
2374,309572.3895
2375,238671.0629
2376,300227.2883
2377,339119.2477
2378,147088.988
2379,219043.3685
2380,167369.2386
2381,178858.8072
2382,217493.7333
2383,206075.6563
2384,252889.1519
2385,171257.2714
2386,140705.4891
2387,119667.4069
2388,119171.7777
2389,121613.8504
2390,144785.633
2391,139588.8584
2392,107505.6652
2393,176373.406
2394,132218.1958
2395,205279.899
2396,144892.3181
2397,220131.3421
2398,120215.7257
2399,72319.08657
2400,66274.24313
2401,113758.8904
2402,143338.187
2403,134922.0668
2404,149195.2779
2405,169522.2299
2406,143138.6292
2407,133189.5617
2408,155491.7573
2409,110856.2917
2410,194582.0929
2411,106780.3557
2412,159538.2878
2413,118468.0807
2414,151831.0771
2415,132273.6223
2416,127977.3638
2417,130134.2672
2418,123296.5722
2419,132633.311
2420,114807.1183
2421,377569.0715
2422,103140.7538
2423,148739.6471
2424,133731.5791
2425,193191.7919
2426,133556.1178
2427,141370.5628
2428,179620.5175
2429,97155.71714
2430,128796.918
2431,87926.78963
2432,138440.3677
2433,137927.1014
2434,131703.4984
2435,151631.8553
2436,122426.5004
2437,95731.72168
2438,114772.4596
2439,117611.6947
2440,132763.9046
2441,125387.3246
2442,98031.29205
2443,150565.0622
2444,136335.2517
2445,106092.2228
2446,137511.7208
2447,208042.548
2448,126939.9839
2449,121703.0842
2450,159329.5547
2451,121087.5229
2452,193561.1804
2453,102497.7958
2454,120506.7576
2455,126706.1099
2456,158571.6416
2457,127131.8397
2458,126197.6272
2459,111459.42
2460,146167.6766
2461,123073.2515
2462,131099.5612
2463,138906.6976
2464,178832.0548
2465,134115.5778
2466,123054.0881
2467,161417.4259
2468,78737.12072
2469,78217.52925
2470,190581.4733
2471,222436.1529
2472,164668.4593
2473,108479.2991
2474,37697.92084
2475,228377.5662
2476,109282.5134
2477,121254.0701
2478,161500.5878
2479,99187.67538
2480,149985.8806
2481,136115.1889
2482,142294.9691
2483,96781.24912
2484,132366.6615
2485,129883.4749
2486,135119.813
2487,191425.2458
2488,182028.9909
2489,150402.675
2490,158090.3937
2491,124016.5561
2492,191503.3187
2493,145824.7219
2494,150793.4302
2495,70799.77609
2496,229887.9352
2497,161376.0282
2498,93052.19367
2499,82813.89141
2500,115302.7297
2501,150159.9058
2502,145066.7338
2503,110521.3715
2504,459000.7264
2505,224652.9187
2506,266574.5409
2507,286453.3108
2508,267425.13
2509,226539.3371
2510,219647.8875
2511,186246.2642
2512,209008.1229
2513,244254.1523
2514,304960.1772
2515,138376.4423
2516,172750.3771
2517,133712.8723
2518,144314.3688
2519,221743.2438
2520,216564.1507
2521,197001.2159
2522,226650.4019
2523,117362.9236
2524,138410.9884
2525,135646.4389
2526,140709.8816
2527,112692.4991
2528,120390.8114
2529,140539.518
2530,120939.7244
2531,243577.9268
2532,224360.8234
2533,209013.4101
2534,246494.9351
2535,276331.8564
2536,235425.4777
2537,236512.3182
2538,192517.1086
2539,202605.3731
2540,185697.5142
2541,191329.3679
2542,168751.1558
2543,110922.1252
2544,122748.0009
2545,132732.8995
2546,139274.4368
2547,155452.4288
2548,164085.8355
2549,149835.7631
2550,662674.7566
2551,141180.6906
2552,138512.6014
2553,82557.22855
2554,78055.8334
2555,101509.1049
2556,83798.4199
2557,93718.12641
2558,146005.4806
2559,120081.0344
2560,140384.3602
2561,143090.5781
2562,134792.1304
2563,128765.6144
2564,188657.5986
2565,131870.947
2566,135688.1149
2567,112448.5158
2568,189470.9437
2569,205117.6668
2570,120349.6114
2571,168911.2578
2572,157855.9375
2573,220145.5503
2574,205482.4581
2575,151272.6048
2576,141973.204
2577,152316.6141
2578,86528.83667
2579,22038.44046
2580,112943.6647
2581,117170.7261
2582,149131.3436
2583,265988.4592
2584,189212.021
2585,198717.2934
2586,224720.9594
2587,201230.3579
2588,149970.2011
2589,163815.2186
2590,236474.0391
2591,252933.5357
2592,222774.9704
2593,249910.6459
2594,185355.4673
2595,228342.6684
2596,318677.579
2597,208631.023
2598,279974.7341
2599,341843.9486
2600,546267.0829
2601,156387.4666
2602,62353.03474
2603,90534.47464
2604,82513.24003
2605,66087.42302
2606,159511.4907
2607,226340.9487
2608,204304.8909
2609,176122.7898
2610,120231.2587
2611,110304.5284
2612,160464.2284
2613,136752.9121
2614,107794.8226
2615,173504.3014
2616,166596.493
2617,200577.3738
2618,242969.2355
2619,213831.7438
2620,176608.544
2621,174693.2787
2622,185093.1344
2623,230070.3305
2624,290807.3558
2625,275892.6191
2626,176131.3094
2627,162558.8901
2628,393369.541
2629,429710.1263
2630,323912.9765
2631,428365.1534
2632,370129.2574
2633,277919.8219
2634,380866.7713
2635,172227.1116
2636,184492.0133
2637,219601.4231
2638,267482.828
2639,186497.9606
2640,160105.0662
2641,96370.52171
2642,190263.5503
2643,110426.0803
2644,116702.5425
2645,112593.4771
2646,99193.76654
2647,114829.5227
2648,134020.3481
2649,144611.1251
2650,124516.3532
2651,134776.5563
2652,365859.2497
2653,252695.552
2654,255566.7204
2655,378912.4395
2656,321039.7593
2657,348811.05
2658,290579.588
2659,300233.0311
2660,342487.8649
2661,338898.1477
2662,363286.025
2663,274640.0868
2664,289867.1923
2665,316598.7058
2666,290172.3325
2667,189026.1303
2668,196664.1535
2669,196707.2733
2670,283516.453
2671,202419.8832
2672,200132.8769
2673,203805.7111
2674,205808.5007
2675,173275.2827
2676,211849.1942
2677,203334.1246
2678,257359.1723
2679,270055.0408
2680,271350.8899
2681,384384.0514
2682,306444.5164
2683,446966.7869
2684,296248.7402
2685,321716.0269
2686,258491.1679
2687,268931.6063
2688,225461.5518
2689,210510.3426
2690,374623.8858
2691,197519.6247
2692,147599.4007
2693,214393.1244
2694,157483.6727
2695,212432.2085
2696,199691.2386
2697,184965.1242
2698,220560.8415
2699,182539.7651
2700,160202.2924
2701,164623.9504
2702,117328.1788
2703,148974.7298
2704,142274.9972
2705,106264.2076
2706,106559.2286
2707,136198.5145
2708,120666.5685
2709,122968.0513
2710,122622.3753
2711,266245.4341
2712,361000.9372
2713,170971.2359
2714,153995.5244
2715,179855.6838
2716,152450.1173
2717,185649.5027
2718,218282.0051
2719,164918.9623
2720,195586.9941
2721,133816.6651
2722,179095.6412
2723,162918.2354
2724,127685.0275
2725,128425.7262
2726,140727.2818
2727,153473.1818
2728,188132.8631
2729,140747.2027
2730,141474.3204
2731,133161.6825
2732,126437.047
2733,152319.7728
2734,148037.8053
2735,144332.2499
2736,126377.8013
2737,108685.2882
2738,128911.4101
2739,163990.9689
2740,145229.728
2741,149984.224
2742,177287.2083
2743,156687.877
2744,157779.4759
2745,142933.7931
2746,121907.046
2747,160224.5933
2748,116003.8011
2749,128477.8204
2750,115514.2433
2751,126709.0189
2752,229285.0714
2753,138530.4265
2754,225558.1553
2755,140819.3953
2756,78062.59297
2757,63050.69802
2758,109143.7048
2759,161729.06
2760,136343.2155
2761,145802.8098
2762,130687.1629
2763,195544.4326
2764,179122.7127
2765,275636.485
2766,139650.8388
2767,63558.43374
2768,110795.0756
2769,124711.3541
2770,158252.5812
2771,100593.0578
2772,118329.8454
2773,183635.6127
2774,158369.4058
2775,131068.3846
2776,157810.606
2777,170410.5693
2778,133220.8538
2779,136452.9118
2780,92731.49786
2781,83314.11163
2782,91191.86291
2783,95004.08069
2784,127511.4954
2785,142793.3557
2786,69827.08132
2787,143583.112
2788,64006.85838
2789,180081.7755
2790,96576.42923
2791,111161.2571
2792,89572.48888
2793,171765.9481
2794,88824.79741
2795,128648.1557
2796,75401.05385
2797,226925.1114
2798,120421.9077
2799,143351.2769
2800,61401.4857
2801,105892.6884
2802,139808.7582
2803,166478.2483
2804,132200.314
2805,114544.8499
2806,74380.59558
2807,160755.9164
2808,164080.8132
2809,124269.051
2810,116967.461
2811,183141.1028
2812,171535.9965
2813,160092.2175
2814,148098.3432
2815,119260.3512
2816,255957.148
2817,175250.8378
2818,142192.6737
2819,186513.5588
2820,129942.2937
2821,119199.06
2822,191442.8576
2823,307542.9856
2824,183841.0419
2825,169010.5096
2826,140606.8322
2827,137463.5195
2828,239852.0836
2829,244145.8652
2830,228359.2003
2831,188852.5295
2832,241765.8539
2833,295389.5949
2834,222947.4205
2835,222714.751
2836,214133.2346
2837,154347.8938
2838,131817.5099
2839,180629.0412
2840,189868.9478
2841,208622.3549
2842,228697.5545
2843,159317.2581
2844,177779.8758
2845,112931.9362
2846,214790.7847
2847,193767.6684
2848,220721.7731
2849,205863.6813
2850,285209.2763
2851,226593.1603
2852,234323.4544
2853,230677.1359
2854,157613.3059
2855,211087.6101
2856,203438.5916
2857,200262.3896
2858,212602.7698
2859,95716.58531
2860,153939.8332
2861,121918.7359
2862,222996.381
2863,129131.7377
2864,263250.1652
2865,131673.8335
2866,166956.3392
2867,99222.52471
2868,109539.0391
2869,100113.7605
2870,100532.8016
2871,66057.11019
2872,15450.21474
2873,86495.9543
2874,176893.8088
2875,118482.7571
2876,190761.0119
2877,137434.2219
2878,145510.8895
2879,133791.0081
2880,108330.1585
2881,110832.0354
2882,164156.4708
2883,198768.0711
2884,195236.5965
2885,168997.3625
2886,234655.0081
2887,100296.4937
2888,150706.1018
2889,46243.03543
2890,78808.54951
2891,149546.9999
2892,51644.34302
2893,92992.66458
2894,37430.11185
2895,310168.6111
2896,268652.0212
2897,223158.4212
2898,150709.6187
2899,229941.9949
2900,159640.4406
2901,247538.5649
2902,205412.982
2903,326082.4134
2904,351257.6123
2905,85929.79367
2906,205890.4081
2907,102358.7403
2908,119472.6742
2909,145923.4112
2910,83627.85047
2911,54994.15217
2912,154901.6581
2913,56155.10878
2914,70425.43078
2915,83264.89587
2916,57382.15646
2917,158046.7848
2918,127046.9534
2919,243887.6602
